time, BMR, L1, LL 
1.5515037, 0.391, 50.16700000000001, 50.147 
1.3469786000000001, 0.391, 6.456999999999999, 0.404 
1.9224967, 0.391, 100.0, 100.0 
1.4898343, 6.25, 2.0859999999999994, 0.44000000000000006 
