block, time 
1, 0.2016152 
2, 0.11169250000000001 
4, 0.060463100000000006 
8, 0.0324437 
16, 0.0517853 
32, 0.05030629999999999 
64, 0.05223479999999999 
128, 0.0560917 
256, 0.057432 
512, 0.058736500000000004 
