-44; 0.0138082; -1.39832
-43.9; -0.103948; -1.17819
-43.8; -0.180887; -0.948969
-43.7; -0.214411; -0.717858
-43.6; -0.204095; -0.494653
-43.5; -0.15368; -0.289709
-43.4; -0.0707809; -0.110951
-43.3; 0.0356176; 0.0378848
-43.2; 0.158025; 0.156525
-43.1; 0.291608; 0.245626
-43; 0.432909; 0.304508
-42.9; 0.577351; 0.330977
-42.8; 0.717677; 0.323366
-42.7; 0.844771; 0.28314
-42.6; 0.950376; 0.215923
-42.5; 1.02972; 0.130031
-42.4; 1.08213; 0.0335238
-42.3; 1.10921; -0.0680521
-42.2; 1.1121; -0.171617
-42.1; 1.0901; -0.274435
-42; 1.04156; -0.371763
-41.9; 0.966486; -0.456317
-41.8; 0.868622; -0.52013
-41.7; 0.755292; -0.557489
-41.6; 0.635007; -0.566752
-41.5; 0.514579; -0.549701
-41.4; 0.397862; -0.509015
-41.3; 0.28694; -0.445886
-41.2; 0.184673; -0.359662
-41.1; 0.0964025; -0.249772
-41; 0.0293354; -0.118339
-40.9; -0.0100598; 0.0286623
-40.8; -0.0186945; 0.182735
-40.7; 0.0024479; 0.33577
-40.6; 0.0500542; 0.482368
-40.5; 0.121247; 0.619919
-40.4; 0.215184; 0.746513
-40.3; 0.332257; 0.858509
-40.2; 0.471574; 0.949819
-40.1; 0.628801; 1.01361
-40; 0.796168; 1.04518
-39.9; 0.964764; 1.04389
-39.8; 1.12744; 1.01258
-39.7; 1.28021; 0.955105
-39.6; 1.4211; 0.873826
-39.5; 1.54769; 0.769125
-39.4; 1.65519; 0.641188
-39.3; 1.73695; 0.49265
-39.2; 1.78693; 0.329868
-39.1; 1.80241; 0.161731
-39; 1.78474; -0.0031978
-38.9; 1.73776; -0.159091
-38.8; 1.665; -0.303061
-38.7; 1.56793; -0.433145
-38.6; 1.44665; -0.545811
-38.5; 1.30233; -0.635096
-38.4; 1.13949; -0.694163
-38.3; 0.966088; -0.718176
-38.2; 0.791392; -0.706293
-38.1; 0.62302; -0.661264
-38; 0.465456; -0.587002
-37.9; 0.32102; -0.486041
-37.8; 0.192393; -0.358884
-37.7; 0.084563; -0.205708
-37.6; 0.00452363; -0.0290253
-37.5; -0.0411469; 0.164903
-37.4; -0.0490169; 0.367105
-37.3; -0.01976; 0.5687
-37.2; 0.0433592; 0.763377
-37.1; 0.137248; 0.947731
-37; 0.260807; 1.11933
-36.9; 0.414392; 1.27421
-36.8; 0.597381; 1.4058
-36.7; 0.805839; 1.50645
-36.6; 1.0322; 1.57023
-36.5; 1.26733; 1.59506
-36.4; 1.50344; 1.58249
-36.3; 1.73571; 1.53531
-36.2; 1.96141; 1.45507
-36.1; 2.17742; 1.3412
-36; 2.3782; 1.19274
-35.9; 2.5559; 1.01099
-35.8; 2.70276; 0.801059
-35.7; 2.81386; 0.571045
-35.6; 2.88824; 0.329288
-35.5; 2.92755; 0.0818491
-35.4; 2.93333; -0.16795
-35.3; 2.90509; -0.417676
-35.2; 2.84078; -0.663209
-35.1; 2.73917; -0.897602
-35; 2.60231; -1.11239
-34.9; 2.43603; -1.30043
-34.8; 2.24802; -1.45811
-34.7; 2.04496; -1.58533
-34.6; 1.83079; -1.6832
-34.5; 1.6075; -1.75151
-34.4; 1.37756; -1.78785
-34.3; 1.1461; -1.78916
-34.2; 0.920927; -1.75445
-34.1; 0.710213; -1.68654
-34; 0.519729; -1.59142
-33.9; 0.351549; -1.4756
-33.8; 0.205274; -1.34353
-33.7; 0.0807033; -1.19709
-33.6; -0.020201; -1.03735
-33.5; -0.0936377; -0.867162
-33.4; -0.136345; -0.692493
-33.3; -0.148153; -0.521248
-33.2; -0.132674; -0.360471
-33.1; -0.0955602; -0.214034
-33; -0.0416485; -0.0825403
-32.9; 0.0268086; 0.0345444
-32.8; 0.1095; 0.136289
-32.7; 0.205591; 0.219319
-32.6; 0.31147; 0.279278
-32.5; 0.420569; 0.313592
-32.4; 0.525503; 0.323359
-32.3; 0.620916; 0.312859
-32.2; 0.704878; 0.28705
-32.1; 0.777807; 0.248992
-32; 0.839841; 0.19917
-31.9; 0.888789; 0.137208
-31.8; 0.920338; 0.0645382
-31.7; 0.93038; -0.0141551
-31.6; 0.917651; -0.0919319
-31.5; 0.884608; -0.162334
-31.4; 0.835839; -0.221782
-31.3; 0.775257; -0.26981
-31.2; 0.704256; -0.307045
-31.1; 0.622244; -0.332566
-31; 0.52909; -0.342821
-30.9; 0.427477; -0.332975
-30.8; 0.323256; -0.299688
-30.7; 0.223436; -0.243139
-30.6; 0.133328; -0.166728
-30.5; 0.0550247; -0.07468
-30.4; -0.0116553; 0.0305548
-30.3; -0.0665832; 0.149079
-30.2; -0.107192; 0.281917
-30.1; -0.12855; 0.428309
-30; -0.12563; 0.58411
-29.9; -0.0960225; 0.742625
-29.8; -0.040982; 0.89727
-29.7; 0.0359922; 1.04404
-29.6; 0.131915; 1.18189
-29.5; 0.246231; 1.31079
-29.4; 0.380387; 1.42912
-29.3; 0.535419; 1.53239
-29.2; 0.709487; 1.61454
-29.1; 0.897349; 1.67067
-29; 1.09223; 1.69923
-28.9; 1.28866; 1.70188
-28.8; 1.48414; 1.68123
-28.7; 1.67825; 1.63823
-28.6; 1.87022; 1.57127
-28.5; 2.05662; 1.47778
-28.4; 2.23132; 1.35692
-28.3; 2.38773; 1.21136
-28.2; 2.52151; 1.04663
-28.1; 2.63182; 0.868586
-28; 2.72005; 0.680819
-27.9; 2.78715; 0.484217
-27.8; 2.8316; 0.278771
-27.7; 2.8498; 0.0662701
-27.6; 2.83839; -0.148357
-27.5; 2.79684; -0.358144
-27.4; 2.72822; -0.556836
-27.3; 2.63741; -0.741158
-27.2; 2.52834; -0.91088
-27.1; 2.40227; -1.06666
-27; 2.25848; -1.20741
-26.9; 2.09679; -1.32933
-26.8; 1.91986; -1.42739
-26.7; 1.73345; -1.49805
-26.6; 1.54432; -1.54126
-26.5; 1.35743; -1.55994
-26.4; 1.17455; -1.55755
-26.3; 0.995434; -1.53555
-26.2; 0.820405; -1.49282
-26.1; 0.65244; -1.42735
-26; 0.496966; -1.33906
-25.9; 0.359518; -1.23124
-25.8; 0.243073; -1.10965
-25.7; 0.14715; -0.979809
-25.6; 0.0693406; -0.844674
-25.5; 0.00807087; -0.704417
-25.4; -0.035606; -0.55849
-25.3; -0.0586042; -0.408275
-25.2; -0.0583099; -0.258193
-25.1; -0.0350109; -0.114353
-25; 0.00768295; 0.018231
-24.9; 0.0647801; 0.137698
-24.8; 0.132702; 0.245072
-24.7; 0.210753; 0.341918
-24.6; 0.30014; 0.427788
-24.5; 0.401343; 0.4995
-24.4; 0.51196; 0.55282
-24.3; 0.626751; 0.585248
-24.2; 0.739891; 0.597687
-24.1; 0.847694; 0.593698
-24; 0.949681; 0.576905
-23.9; 1.04719; 0.548601
-23.8; 1.14066; 0.507418
-23.7; 1.22776; 0.451311
-23.6; 1.30383; 0.380258
-23.5; 1.3644; 0.297533
-23.4; 1.4077; 0.2085
-23.3; 1.43526; 0.11787
-23.2; 1.45014; 0.0275452
-23.1; 1.45418; -0.0632804
-23; 1.44637; -0.155861
-22.9; 1.42381; -0.249311
-22.8; 1.38424; -0.339742
-22.7; 1.32837; -0.421854
-22.6; 1.26001; -0.491726
-22.5; 1.1839; -0.548647
-22.4; 1.10303; -0.594547
-22.3; 1.01738; -0.631498
-22.2; 0.925226; -0.659279
-22.1; 0.825806; -0.674919
-22; 0.721335; -0.674605
-21.9; 0.61667; -0.65644
-21.8; 0.516912; -0.621879
-21.7; 0.424794; -0.5747
-21.6; 0.339898; -0.518329
-21.5; 0.2603; -0.453605
-21.4; 0.185319; -0.378752
-21.3; 0.117185; -0.291556
-21.2; 0.0602952; -0.192022
-21.1; 0.0186255; -0.0833844
-21; -0.00666194; 0.0293284
-20.9; -0.0175433; 0.14208
-20.8; -0.0171349; 0.253768
-20.7; -0.0069543; 0.365823
-20.6; 0.014397; 0.479786
-20.5; 0.0500915; 0.594815
-20.4; 0.102379; 0.707087
-20.3; 0.170472; 0.811604
-20.2; 0.250687; 0.904981
-20.1; 0.338744; 0.987037
-20; 0.432418; 1.05995
-19.9; 0.532466; 1.12564
-19.8; 0.641108; 1.18349
-19.7; 0.759281; 1.23016
-19.6; 0.88484; 1.26168
-19.5; 1.01316; 1.2762
-19.4; 1.13965; 1.27517
-19.3; 1.26223; 1.26204
-19.2; 1.38187; 1.23954
-19.1; 1.50066; 1.20764
-19; 1.6191; 1.16381
-18.9; 1.73468; 1.10538
-18.8; 1.84284; 1.03209
-18.7; 1.93968; 0.946883
-18.6; 2.02419; 0.854217
-18.5; 2.09831; 0.757287
-18.4; 2.1647; 0.6563
-18.3; 2.22414; 0.549167
-18.2; 2.27439; 0.434052
-18.1; 2.31164; 0.311747
-18; 2.33327; 0.186003
-17.9; 2.33974; 0.0615235
-17.8; 2.33419; -0.0587861
-17.7; 2.32006; -0.175174
-17.6; 2.29846; -0.289929
-17.5; 2.26759; -0.404689
-17.4; 2.22447; -0.518314
-17.3; 2.1677; -0.626993
-17.2; 2.09902; -0.72652
-17.1; 2.02253; -0.814945
-17; 1.94201; -0.893513
-16.9; 1.85858; -0.965154
-16.8; 1.77054; -1.03172
-16.7; 1.67537; -1.09215
-16.6; 1.57249; -1.14301
-16.5; 1.46445; -1.18099
-16.4; 1.35566; -1.20536
-16.3; 1.24966; -1.21849
-16.2; 1.14709; -1.224
-16.1; 1.04585; -1.22396
-16; 0.943497; -1.21741
-15.9; 0.839813; -1.20134
-15.8; 0.737604; -1.17331
-15.7; 0.641079; -1.1337
-15.6; 0.553071; -1.08577
-15.5; 0.473299; -1.03351
-15.4; 0.399035; -0.978912
-15.3; 0.327648; -0.920889
-15.2; 0.259023; -0.856619
-15.1; 0.195935; -0.784286
-15; 0.142096; -0.705042
-14.9; 0.0994049; -0.622632
-14.8; 0.0665767; -0.540975
-14.7; 0.0402314; -0.461611
-14.6; 0.0175839; -0.38301
-14.5; -0.00138138; -0.302294
-14.4; -0.0139644; -0.218004
-14.3; -0.0169871; -0.131731
-14.2; -0.00944655; -0.0473159
-14.1; 0.00651127; 0.0317448
-14; 0.0270684; 0.104655
-13.9; 0.0495013; 0.173572
-13.8; 0.0740595; 0.241564
-13.7; 0.103479; 0.309882
-13.6; 0.140516; 0.376696
-13.5; 0.185454; 0.438297
-13.4; 0.235545; 0.491811
-13.3; 0.286834; 0.537292
-13.2; 0.336933; 0.577537
-13.1; 0.386555; 0.615774
-13; 0.438608; 0.653041
-12.9; 0.49556; 0.687322
-12.8; 0.55716; 0.715118
-12.7; 0.620311; 0.734215
-12.6; 0.681192; 0.745467
-12.5; 0.73797; 0.752182
-12.4; 0.791955; 0.757598
-12.3; 0.846293; 0.762435
-12.2; 0.903234; 0.764449
-12.1; 0.962118; 0.760335
-12; 1.01967; 0.748485
-11.9; 1.0724; 0.730418
-11.8; 1.11912; 0.709757
-11.7; 1.16179; 0.689557
-11.6; 1.20375; 0.670089
-11.5; 1.24703; 0.648818
-11.4; 1.2906; 0.622597
-11.3; 1.33112; 0.590345
-11.2; 1.36547; 0.554094
-11.1; 1.39319; 0.517591
-11; 1.41677; 0.483536
-10.9; 1.43969; 0.451649
-10.8; 1.46366; 0.419077
-10.7; 1.48728; 0.382819
-10.6; 1.50716; 0.342261
-10.5; 1.52064; 0.29983
-10.4; 1.52787; 0.259237
-10.3; 1.53181; 0.222711
-10.2; 1.53591; 0.189382
-10.1; 1.54149; 0.1561
-10; 1.54674; 0.120035
-9.9; 1.54828; 0.0810217
-9.8; 1.54384; 0.0417901
-9.7; 1.53417; 0.00591596
-9.6; 1.52255; -0.0249081
-9.5; 1.51227; -0.0521276
-9.4; 1.50417; -0.0791214
-9.3; 1.49604; -0.108486
-9.2; 1.4845; -0.13994
-9.1; 1.46771; -0.170507
-9; 1.44694; -0.196815
-8.9; 1.42566; -0.217726
-8.8; 1.40688; -0.235205
-8.7; 1.39093; -0.252767
-8.6; 1.37522; -0.272701
-8.5; 1.35641; -0.294274
-8.4; 1.33309; -0.314302
-8.3; 1.30698; -0.329668
-8.2; 1.28163; -0.339775
-8.1; 1.25975; -0.347036
-8; 1.24109; -0.354997
-7.9; 1.22275; -0.365578
-7.8; 1.20147; -0.377584
-7.7; 1.17629; -0.387678
-7.6; 1.14932; -0.393025
-7.5; 1.12415; -0.393548
-7.4; 1.10308; -0.392028
-7.3; 1.08533; -0.39195
-7.2; 1.06772; -0.394807
-7.1; 1.04718; -0.398966
-7; 1.02319; -0.400977
-6.9; 0.998211; -0.39832
-6.8; 0.975783; -0.39141
-6.7; 0.957777; -0.383313
-6.6; 0.942939; -0.377375
-6.5; 0.927885; -0.374638
-6.4; 0.909767; -0.373055
-6.3; 0.888508; -0.369124
-6.2; 0.866875; -0.360658
-6.1; 0.848317; -0.348529
-6; 0.834272; -0.336015
-5.9; 0.823045; -0.326265
-5.8; 0.811126; -0.319864
-5.7; 0.795936; -0.314398
-5.6; 0.777833; -0.306364
-5.5; 0.759835; -0.293921
-5.4; 0.745257; -0.278355
-5.3; 0.735118; -0.263091
-5.2; 0.727336; -0.251043
-5.1; 0.718342; -0.242357
-5; 0.705847; -0.234309
-4.9; 0.690617; -0.223434
-4.8; 0.675868; -0.208237
-4.7; 0.664752; -0.190362
-4.6; 0.657899; -0.173328
-4.5; 0.652906; -0.1598
-4.4; 0.646189; -0.149525
-4.3; 0.635745; -0.139525
-4.2; 0.622695; -0.126403
-4.1; 0.610401; -0.108971
-4; 0.601853; -0.0891729
-3.9; 0.597339; -0.070575
-3.8; 0.594201; -0.0556113
-3.7; 0.588862; -0.0436923
-3.6; 0.579557; -0.0316411
-3.5; 0.567682; -0.0161192
-3.4; 0.556696; 0.00382498
-3.3; 0.549456; 0.0260401
-3.2; 0.545994; 0.0469355
-3.1; 0.543458; 0.0642508
-3; 0.53825; 0.0788162
-2.9; 0.528731; 0.0939646
-2.8; 0.516436; 0.113044
-2.7; 0.504874; 0.136924
-2.6; 0.496838; 0.163373
-2.5; 0.492227; 0.188789
-2.4; 0.488048; 0.210964
-2.3; 0.48056; 0.230818
-2.2; 0.467973; 0.251816
-2.1; 0.451679; 0.277495
-2; 0.435112; 0.308957
-1.9; 0.421072; 0.344145
-1.8; 0.409469; 0.37946
-1.7; 0.397112; 0.412502
-1.6; 0.379669; 0.443979
-1.5; 0.354365; 0.477405
-1.4; 0.321475; 0.516825
-1.3; 0.283544; 0.564147
-1.2; 0.242833; 0.617929
-1.1; 0.198707; 0.674363
-1; 0.146616; 0.729704
-0.9; 0.0792236; 0.782363
-0.8; -0.0111945; 0.833063
-0.7; -0.130678; 0.882564
-0.6; -0.282939; 0.92773
-0.5; -0.46978; 0.957353
-0.4; -0.690394; 0.949273
-0.3; -0.936324; 0.870917
-0.2; -1.18096; 0.687822
-0.1; -1.37172; 0.385883
4.41619e-13; -1.44535; -1.77566e-12
0.1; -1.37172; -0.385883
0.2; -1.18096; -0.687822
0.3; -0.936324; -0.870917
0.4; -0.690394; -0.949273
0.5; -0.46978; -0.957353
0.6; -0.282939; -0.92773
0.7; -0.130678; -0.882564
0.8; -0.0111945; -0.833063
0.9; 0.0792236; -0.782363
1; 0.146616; -0.729704
1.1; 0.198707; -0.674363
1.2; 0.242833; -0.617929
1.3; 0.283544; -0.564147
1.4; 0.321475; -0.516825
1.5; 0.354365; -0.477405
1.6; 0.379669; -0.443979
1.7; 0.397112; -0.412502
1.8; 0.409469; -0.37946
1.9; 0.421072; -0.344145
2; 0.435112; -0.308957
2.1; 0.451679; -0.277495
2.2; 0.467973; -0.251816
2.3; 0.48056; -0.230818
2.4; 0.488048; -0.210964
2.5; 0.492227; -0.188789
2.6; 0.496838; -0.163373
2.7; 0.504874; -0.136924
2.8; 0.516436; -0.113044
2.9; 0.528731; -0.0939646
3; 0.53825; -0.0788162
3.1; 0.543458; -0.0642508
3.2; 0.545994; -0.0469355
3.3; 0.549456; -0.0260401
3.4; 0.556696; -0.00382498
3.5; 0.567682; 0.0161192
3.6; 0.579557; 0.0316411
3.7; 0.588862; 0.0436923
3.8; 0.594201; 0.0556113
3.9; 0.597339; 0.070575
4; 0.601853; 0.0891729
4.1; 0.610401; 0.108971
4.2; 0.622695; 0.126403
4.3; 0.635745; 0.139525
4.4; 0.646189; 0.149525
4.5; 0.652906; 0.1598
4.6; 0.657899; 0.173328
4.7; 0.664752; 0.190362
4.8; 0.675868; 0.208237
4.9; 0.690617; 0.223434
5; 0.705847; 0.234309
5.1; 0.718342; 0.242357
5.2; 0.727336; 0.251043
5.3; 0.735118; 0.263091
5.4; 0.745257; 0.278355
5.5; 0.759835; 0.293921
5.6; 0.777833; 0.306364
5.7; 0.795936; 0.314398
5.8; 0.811126; 0.319864
5.9; 0.823045; 0.326265
6; 0.834272; 0.336015
6.1; 0.848317; 0.348529
6.2; 0.866875; 0.360658
6.3; 0.888508; 0.369124
6.4; 0.909767; 0.373055
6.5; 0.927885; 0.374638
6.6; 0.942939; 0.377375
6.7; 0.957777; 0.383313
6.8; 0.975783; 0.39141
6.9; 0.998211; 0.39832
7; 1.02319; 0.400977
7.1; 1.04718; 0.398966
7.2; 1.06772; 0.394807
7.3; 1.08533; 0.39195
7.4; 1.10308; 0.392028
7.5; 1.12415; 0.393548
7.6; 1.14932; 0.393025
7.7; 1.17629; 0.387678
7.8; 1.20147; 0.377584
7.9; 1.22275; 0.365578
8; 1.24109; 0.354997
8.1; 1.25975; 0.347036
8.2; 1.28163; 0.339775
8.3; 1.30698; 0.329668
8.4; 1.33309; 0.314302
8.5; 1.35641; 0.294274
8.6; 1.37522; 0.272701
8.7; 1.39093; 0.252767
8.8; 1.40688; 0.235205
8.9; 1.42566; 0.217726
9; 1.44694; 0.196815
9.1; 1.46771; 0.170507
9.2; 1.4845; 0.13994
9.3; 1.49604; 0.108486
9.4; 1.50417; 0.0791214
9.5; 1.51227; 0.0521276
9.6; 1.52255; 0.0249081
9.7; 1.53417; -0.00591596
9.8; 1.54384; -0.0417901
9.9; 1.54828; -0.0810217
10; 1.54674; -0.120035
10.1; 1.54149; -0.1561
10.2; 1.53591; -0.189382
10.3; 1.53181; -0.222711
10.4; 1.52787; -0.259237
10.5; 1.52064; -0.29983
10.6; 1.50716; -0.342261
10.7; 1.48728; -0.382819
10.8; 1.46366; -0.419077
10.9; 1.43969; -0.451649
11; 1.41677; -0.483536
11.1; 1.39319; -0.517591
11.2; 1.36547; -0.554094
11.3; 1.33112; -0.590345
11.4; 1.2906; -0.622597
11.5; 1.24703; -0.648818
11.6; 1.20375; -0.670089
11.7; 1.16179; -0.689557
11.8; 1.11912; -0.709757
11.9; 1.0724; -0.730418
12; 1.01967; -0.748485
12.1; 0.962118; -0.760335
12.2; 0.903234; -0.764449
12.3; 0.846293; -0.762435
12.4; 0.791955; -0.757598
12.5; 0.73797; -0.752182
12.6; 0.681192; -0.745467
12.7; 0.620311; -0.734215
12.8; 0.55716; -0.715118
12.9; 0.49556; -0.687322
13; 0.438608; -0.653041
13.1; 0.386555; -0.615774
13.2; 0.336933; -0.577537
13.3; 0.286834; -0.537292
13.4; 0.235545; -0.491811
13.5; 0.185454; -0.438297
13.6; 0.140516; -0.376696
13.7; 0.103479; -0.309882
13.8; 0.0740595; -0.241564
13.9; 0.0495013; -0.173572
14; 0.0270684; -0.104655
14.1; 0.00651127; -0.0317448
14.2; -0.00944655; 0.0473159
14.3; -0.0169871; 0.131731
14.4; -0.0139644; 0.218004
14.5; -0.00138138; 0.302294
14.6; 0.0175839; 0.38301
14.7; 0.0402314; 0.461611
14.8; 0.0665767; 0.540975
14.9; 0.0994049; 0.622632
15; 0.142096; 0.705042
15.1; 0.195935; 0.784286
15.2; 0.259023; 0.856619
15.3; 0.327648; 0.920889
15.4; 0.399035; 0.978912
15.5; 0.473299; 1.03351
15.6; 0.553071; 1.08577
15.7; 0.641079; 1.1337
15.8; 0.737604; 1.17331
15.9; 0.839813; 1.20134
16; 0.943497; 1.21741
16.1; 1.04585; 1.22396
16.2; 1.14709; 1.224
16.3; 1.24966; 1.21849
16.4; 1.35566; 1.20536
16.5; 1.46445; 1.18099
16.6; 1.57249; 1.14301
16.7; 1.67537; 1.09215
16.8; 1.77054; 1.03172
16.9; 1.85858; 0.965154
17; 1.94201; 0.893513
17.1; 2.02253; 0.814945
17.2; 2.09902; 0.72652
17.3; 2.1677; 0.626993
17.4; 2.22447; 0.518314
17.5; 2.26759; 0.404689
17.6; 2.29846; 0.289929
17.7; 2.32006; 0.175174
17.8; 2.33419; 0.0587861
17.9; 2.33974; -0.0615235
18; 2.33327; -0.186003
18.1; 2.31164; -0.311747
18.2; 2.27439; -0.434052
18.3; 2.22414; -0.549167
18.4; 2.1647; -0.6563
18.5; 2.09831; -0.757287
18.6; 2.02419; -0.854217
18.7; 1.93968; -0.946883
18.8; 1.84284; -1.03209
18.9; 1.73468; -1.10538
19; 1.6191; -1.16381
19.1; 1.50066; -1.20764
19.2; 1.38187; -1.23954
19.3; 1.26223; -1.26204
19.4; 1.13965; -1.27517
19.5; 1.01316; -1.2762
19.6; 0.88484; -1.26168
19.7; 0.759281; -1.23016
19.8; 0.641108; -1.18349
19.9; 0.532466; -1.12564
20; 0.432418; -1.05995
20.1; 0.338744; -0.987037
20.2; 0.250687; -0.904981
20.3; 0.170472; -0.811604
20.4; 0.102379; -0.707087
20.5; 0.0500915; -0.594815
20.6; 0.014397; -0.479786
20.7; -0.0069543; -0.365823
20.8; -0.0171349; -0.253768
20.9; -0.0175433; -0.14208
21; -0.00666194; -0.0293284
21.1; 0.0186255; 0.0833844
21.2; 0.0602952; 0.192022
21.3; 0.117185; 0.291556
21.4; 0.185319; 0.378752
21.5; 0.2603; 0.453605
21.6; 0.339898; 0.518329
21.7; 0.424794; 0.5747
21.8; 0.516912; 0.621879
21.9; 0.61667; 0.65644
22; 0.721335; 0.674605
22.1; 0.825806; 0.674919
22.2; 0.925226; 0.659279
22.3; 1.01738; 0.631498
22.4; 1.10303; 0.594547
22.5; 1.1839; 0.548647
22.6; 1.26001; 0.491726
22.7; 1.32837; 0.421854
22.8; 1.38424; 0.339742
22.9; 1.42381; 0.249311
23; 1.44637; 0.155861
23.1; 1.45418; 0.0632804
23.2; 1.45014; -0.0275452
23.3; 1.43526; -0.11787
23.4; 1.4077; -0.2085
23.5; 1.3644; -0.297533
23.6; 1.30383; -0.380258
23.7; 1.22776; -0.451311
23.8; 1.14066; -0.507418
23.9; 1.04719; -0.548601
24; 0.949681; -0.576905
24.1; 0.847694; -0.593698
24.2; 0.739891; -0.597687
24.3; 0.626751; -0.585248
24.4; 0.51196; -0.55282
24.5; 0.401343; -0.4995
24.6; 0.30014; -0.427788
24.7; 0.210753; -0.341918
24.8; 0.132702; -0.245072
24.9; 0.0647801; -0.137698
25; 0.00768295; -0.018231
25.1; -0.0350109; 0.114353
25.2; -0.0583099; 0.258193
25.3; -0.0586042; 0.408275
25.4; -0.035606; 0.55849
25.5; 0.00807087; 0.704417
25.6; 0.0693406; 0.844674
25.7; 0.14715; 0.979809
25.8; 0.243073; 1.10965
25.9; 0.359518; 1.23124
26; 0.496966; 1.33906
26.1; 0.65244; 1.42735
26.2; 0.820405; 1.49282
26.3; 0.995434; 1.53555
26.4; 1.17455; 1.55755
26.5; 1.35743; 1.55994
26.6; 1.54432; 1.54126
26.7; 1.73345; 1.49805
26.8; 1.91986; 1.42739
26.9; 2.09679; 1.32933
27; 2.25848; 1.20741
27.1; 2.40227; 1.06666
27.2; 2.52834; 0.91088
27.3; 2.63741; 0.741158
27.4; 2.72822; 0.556836
27.5; 2.79684; 0.358144
27.6; 2.83839; 0.148357
27.7; 2.8498; -0.0662701
27.8; 2.8316; -0.278771
27.9; 2.78715; -0.484217
28; 2.72005; -0.680819
28.1; 2.63182; -0.868586
28.2; 2.52151; -1.04663
28.3; 2.38773; -1.21136
28.4; 2.23132; -1.35692
28.5; 2.05662; -1.47778
28.6; 1.87022; -1.57127
28.7; 1.67825; -1.63823
28.8; 1.48414; -1.68123
28.9; 1.28866; -1.70188
29; 1.09223; -1.69923
29.1; 0.897349; -1.67067
29.2; 0.709487; -1.61454
29.3; 0.535419; -1.53239
29.4; 0.380387; -1.42912
29.5; 0.246231; -1.31079
29.6; 0.131915; -1.18189
29.7; 0.0359922; -1.04404
29.8; -0.040982; -0.89727
29.9; -0.0960225; -0.742625
30; -0.12563; -0.58411
30.1; -0.12855; -0.428309
30.2; -0.107192; -0.281917
30.3; -0.0665832; -0.149079
30.4; -0.0116553; -0.0305548
30.5; 0.0550247; 0.07468
30.6; 0.133328; 0.166728
30.7; 0.223436; 0.243139
30.8; 0.323256; 0.299688
30.9; 0.427477; 0.332975
31; 0.52909; 0.342821
31.1; 0.622244; 0.332566
31.2; 0.704256; 0.307045
31.3; 0.775257; 0.26981
31.4; 0.835839; 0.221782
31.5; 0.884608; 0.162334
31.6; 0.917651; 0.0919319
31.7; 0.93038; 0.0141551
31.8; 0.920338; -0.0645382
31.9; 0.888789; -0.137208
32; 0.839841; -0.19917
32.1; 0.777807; -0.248992
32.2; 0.704878; -0.28705
32.3; 0.620916; -0.312859
32.4; 0.525503; -0.323359
32.5; 0.420569; -0.313592
32.6; 0.31147; -0.279278
32.7; 0.205591; -0.219319
32.8; 0.1095; -0.136289
32.9; 0.0268086; -0.0345444
33; -0.0416485; 0.0825403
33.1; -0.0955602; 0.214034
33.2; -0.132674; 0.360471
33.3; -0.148153; 0.521248
33.4; -0.136345; 0.692493
33.5; -0.0936377; 0.867162
33.6; -0.020201; 1.03735
33.7; 0.0807033; 1.19709
33.8; 0.205274; 1.34353
33.9; 0.351549; 1.4756
34; 0.519729; 1.59142
34.1; 0.710213; 1.68654
34.2; 0.920927; 1.75445
